Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
Finland	2011	Karelia University of Applied Sciences	ProQuest	ebrary academic complete; ebsco academic search premier	full text materials; ebook package	17394.6026158448	15684	13110.8512242433	15684
Finland	2011	Academy of Fine Arts	ProQuest	artbibliographies modern	reference database	1885.41344344148	1700	1421.09456013859	1700
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	ProQuest	abi inform / business; ebrary	full text materials; ebook package	6523.53051430752	5882	4916.98717807952	5882
Finland	2011	Lahti University of Applied Sciences (LAMK)	ProQuest	abi inform / bs; ebrary	full text materials; ebook package	6916.14013723592	6236	5212.90922177897	6236
Finland	2011	University of Lapland	ProQuest	abi inform business suite ja business source; csa art and humanities; csa social sciences; ebrary academic complete; psycinfo; refworks	full text materials; other; reference database; ebook package	18678.9018908479	16842	14078.8674010907	16842
Finland	2011	Laurea University of Applied Sciences	ProQuest	abi inform global; ebrary academic complete; refworks	full text materials; other electronic service; ebook package	8949.05945595841	8069	6745.18353279899	8069
Finland	2011	Agrifood Research Finland (MTT)	ProQuest	ebrary academic complete; econlit; refworks	other electronic service; reference database; ebook package	9173.09093570851	8271	6914.04300406251	8271
Finland	2011	Finnish Forest Research Institute (Metla)	ProQuest	ebrary academic complete; econlit; refworks; safari technical books online	other electronic service; reference database; ebook package	11189.3742534595	10089	8433.77824543425	10089
Finland	2011	Mikkeli University of Applied Sciences (MAMK)	ProQuest	ebrary	ebook package	3463.61540227514	3123	2610.63430077224	3123
Finland	2011	Oulu University of Applied Sciences	ProQuest	business suite (abi inform); ebrary; iimp iipa; refworks	full text materials; other electronic service; ebook package	13749.1002696141	12397	10363.1230953165	12397
Finland	2011	University of Oulu	ProQuest	csa complete collection; proquest central; psycinfo; refworks; ulrichsweb	full text materials; other electronic service; reference database	46311.2995045799	41757	34906.2620868865	41757
Finland	2011	Satakunta University of Applied Sciences (SAMK)	ProQuest	business suite; ebrary; refworks; safari	full text materials; other electronic service; ebook package	11166.0838520993	10068	8416.22354792665	10068
Finland	2011	Savonia University of Applied Sciences	ProQuest	business suite; csa cc; iipaft; refworks	full text materials; other electronic service; reference database	16207.9012132081	14614	12216.3975893326	14614
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	ProQuest	business suite (abi inform); csa natural sciences collection; ebrary academic complete; periodicals index online (ent. periodicals contents index)	full text materials; reference database; ebook package	11814.8878899895	10653	8905.24726420964	10653
Finland	2011	Sibelius Academy	ProQuest	eric; ebrary; iimp; refworks	full text materials; other; reference database; ebook package	8041.84286964362	7251	6061.38626797936	7251
Finland	2011	Finnish Environment Institute (SYKE)	ProQuest	asfa ja environmental science and pollution management	reference database	14443.3760434932	13023	10886.4202686381	13023
Finland	2011	Tampere University of Applied Sciences (TAMK)	ProQuest	business suite; ebrary; refworks; safari	full text materials; other; ebook package	18845.2619005633	16992	14204.2580975735	16992
Finland	2011	Tampere University of Technology	ProQuest	business suite (abi inform); csa technology collection; ebrary; refworks; ulrichsweb	full text materials; other; reference database; ebook package	28183.6037792558	25412	21242.8558601422	25412
Finland	2011	University of Tampere	ProQuest	csa social science collection; ebrary; lion; llba; psycarticles; psycinfo; refworks	full text materials; other; reference database; ebook package	40243.5954168926	36286	30332.8454171699	36286
Finland	2011	VTT Technical Research Centre of Finland	ProQuest	business suite; refworks	full text materials; other; reference database; ebook package	11605.274277748	10464	8747.25498664129	10464
Finland	2011	National Institute for Health and Welfare	ProQuest	csa social sciences collection; refworks	reference database	10296.5755346533	9284	7760.8481743098	9284
Finland	2011	Turku University of Applied Sciences	ProQuest	business suite (abi inform); csa natural sciences collection; ebrary academic complete; refworks	full text materials; other electronic service; reference database; ebook package	14752.8056615639	13302	11119.6469640962	13302
Finland	2011	University of Turku	ProQuest	csa complete collection; dissertation & thesis global full text; ebrary; econlit; iimpft & iipaft & mpa; new york times; pq central (business-paketti ent. abi inform); psycarticles; psycinfo; rilm abstracts of music literature; refaware; refworks (+refshare); safari technical books; ulrichsweb; washington post	full text materials; other electronic service; reference database; ebook package	82994.7907135624	74833	62555.7465993241	74833
Finland	2011	Finnish Institute of Occupational Health (FIOH)	ProQuest	psycinfo; wos	reference database	15650.0406472957	14111	11795.9207871268	14111
Finland	2011	VAMK University of Applied Sciences	ProQuest	business suite (abi inform); ebrary	full text materials; ebook package	6523.53051430752	5882	4916.98717807952	5882
Finland	2011	University of Vaasa	ProQuest	business suite / abi inform (2010-11); eebo; ebrary; refworks	full text materials; other electronic service; ebook package	14273.6888335834	12870	10758.5217582257	12870
Finland	2011	Government Institute for Economic Research (VATT)	ProQuest	econlit; refworks	other electronic service; reference database	3183.02151922179	2870	2399.14199270456	2870
Finland	2011	Novia University of Applied Sciences	ProQuest	abi inform/business suite; camio; iimpft ja iipaft*; ebrary	full text materials; reference resource; ebook package	12463.6919278796	11238	9394.27098049263	11238
Finland	2011	Åbo Akademi University	ProQuest	csa complete collection; ebrary academic complete; psycarticles; psychinfo; refworks	full text materials; other; reference database; ebook package	27057.9010468481	24397	20394.3788139419	24397
Finland	2011	Aalto University	PSK Standardisointiyhdistys	psk standardit	full text materials	554.533365718082	500	417.968988276056	500
Finland	2011	Centria University of Applied Sciences	PSK Standardisointiyhdistys	standardit	full text materials	554.533365718082	500	417.968988276056	500
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	PSK Standardisointiyhdistys	psk-standardit	reference resource	451.390159694519	407	340.226756456709	407
Finland	2011	Oulu University of Applied Sciences	PSK Standardisointiyhdistys	psk-standardit	reference resource	554.533365718082	500	417.968988276056	500
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	PSK Standardisointiyhdistys	psk standardit	reference resource	554.533365718082	500	417.968988276056	500
Finland	2011	Tampere University of Applied Sciences (TAMK)	PSK Standardisointiyhdistys	psk-standardit	other	446.953892768774	403	336.883004550501	403
Finland	2011	Tampere University of Technology	PSK Standardisointiyhdistys	psk-standardit	reference resource	554.533365718082	500	417.968988276056	500
Finland	2011	University of Helsinki	R.R. Bowker	global books in print	reference resource	3404.83486550902	3070	2566.32958801498	3070
Finland	2011	University of Eastern Finland	R.R. Bowker	global books in print / gbip	reference resource	3404.83486550902	3070	2566.32958801498	3070
Finland	2011	Aalto University	Rakennustieto	lvi- ratu ja rt- kortistot	other electronic service	1465.07715222717	1321	1104.27406702534	1321
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	Rakennustieto	onlinekortistot	reference resource	2259.16893193547	2037	1702.80565823665	2037
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Rakennustieto	rt-net); rt-kortisto (kh-net; ratu-net	reference resource	1960.82998117914	1768	1477.93834254413	1768
Finland	2011	Oulu University of Applied Sciences	Rakennustieto	infra; kh; klara; lvi; ratu; rt	reference resource	3573.41300868732	3222	2693.3921604509	3222
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	Rakennustieto	rt net	reference resource	4768.9869451755	4300	3594.53329917408	4300
Finland	2011	Tampere University of Applied Sciences (TAMK)	Rakennustieto	rakennustiedon kortistot	other	3488.01487036674	3145	2629.02493625639	3145
Finland	2011	Tampere University of Technology	Rakennustieto	infra net; kh net; lvi net; rt net; ratu net	other electronic service	705.3664411934	636	531.656553087143	636
Finland	2011	Library of Parliament	Retriever	mediearkivet	full text materials	1885.41344344148	1700	1421.09456013859	1700
Finland	2011	Åbo Akademi University	Retriever	mediearkivet	full text materials	1109.06673143616	1000	835.937976552111	1000
Finland	2011	University of Helsinki/National Library	Richard Boorberg Verlag GmbH & Co KG	kritische lexikon zur fremdsprachigen gegenwartsliteratur (klg)	reference resource	282.812016516222	255	213.164184020788	255
Finland	2011	University of Helsinki/National Library	Riksarkivet	svar - svensk arkivinformation	full text materials	2254.73266500972	2033	1699.46190633044	2033
Finland	2011	University of Jyväskylä	Riksarkivet	svar	other	2234.76946384387	2015	1684.4150227525	2015
Finland	2011	Arcada University of Applied Sciences	Royal Adelaide Hospital	jbi connect	reference resource	763.037911228081	688	575.125327867852	688
Finland	2011	Diaconia University of Applied Sciences (Diak)	Royal Adelaide Hospital	jbc	full text materials	763.037911228081	688	575.125327867852	688
Finland	2011	Häme University of Applied Sciences (HAMK)	Royal Adelaide Hospital	jbi complete	full text materials	763.037911228081	688	575.125327867852	688
Finland	2011	Karelia University of Applied Sciences	Royal Adelaide Hospital	jbi complete	full text materials	740.856576599357	668	558.40656833681	668
Finland	2011	University of Oulu	Royal Society of Chemistry (RSC)	merck index; rsc gold journal package	full text materials; reference resource	31949.994399213	28808	24081.7012285132	28808
Finland	2011	Aalto University	Sage	sage premier	full text materials	45503.8989240944	41029	34297.6992399566	41029
Finland	2011	Arcada University of Applied Sciences	Sage	sage-premier	full text materials	5811.5096727255	5240	4380.31499713306	5240
Finland	2011	Centria University of Applied Sciences	Sage	sage premium	full text materials	10603.7870192612	9561	7992.40299381474	9561
Finland	2011	Diaconia University of Applied Sciences (Diak)	Sage	sage premier	full text materials	6311.69876860321	5691	4757.32302455806	5691
Finland	2011	HAAGA-HELIA University of Applied Sciences	Sage	sage premier	full text materials	7018.17427652804	6328	5289.81551562176	6328
Finland	2011	Hanken School of Economics	Sage	sage premier; sage research methods online	full text materials	24204.2723468628	21824	18243.5104002733	21824
Finland	2011	University of Helsinki	Sage	sage premier; sage research methods online	full text materials	97062.1931350987	87517	73158.7838939111	87517
Finland	2011	Humak University of Applied Sciences (Humak)	Sage	sage premier	full text materials	5701.71206631332	5141	4297.5571374544	5141
Finland	2011	University of Eastern Finland	Sage	sage research methods online	reference resource	5829.25474042848	5256	4393.6900047579	5256
Finland	2011	University of Jyväskylä	Sage	research methods online + cases; sage premier collection	full text materials; reference resource	88275.05742193	79594	66535.6473056887	79594
